model,game,opponent_strategy,framing,run_id,round,llm_action,opponent_action,llm_payoff,opponent_payoff,raw_response,temperature,opponent_model,perspective
grok,stag_hunt,LLM,neutral,1,2,C,D,0,2,A,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,3,D,D,1,1,B,1,grok,player1
grok,stag_hunt,LLM,neutral,1,3,D,D,1,1,B,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,4,D,D,1,1,B,1,grok,player1
grok,stag_hunt,LLM,neutral,1,4,D,D,1,1,B,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,5,D,D,1,1,B,1,grok,player1
grok,stag_hunt,LLM,neutral,1,5,D,D,1,1,B,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,6,C,D,0,2,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,6,D,C,2,0,B,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,7,D,D,1,1,B,1,grok,player1
grok,stag_hunt,LLM,neutral,1,7,D,D,1,1,B,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,8,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,8,C,C,10,10,A,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,9,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,9,C,C,10,10,A,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,neutral,1,10,C,D,0,2,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,10,D,C,2,0,B,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,1,C,C,10,10,S,0,grok,player1
grok,stag_hunt,LLM,competitive,1,1,C,C,10,10,S,0,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,1,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,1,C,C,10,10,S,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,2,D,C,2,0,H,1,grok,player1
grok,stag_hunt,LLM,competitive,1,2,C,D,0,2,S,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,3,C,D,0,2,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,3,D,C,2,0,H,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,4,D,C,2,0,H,1,grok,player1
grok,stag_hunt,LLM,competitive,1,4,C,D,0,2,S,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,5,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,5,C,C,10,10,S,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,6,D,D,1,1,H,1,grok,player1
grok,stag_hunt,LLM,competitive,1,6,D,D,1,1,H,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,7,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,7,C,C,10,10,S,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,8,C,D,0,2,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,8,D,C,2,0,H,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,9,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,9,C,C,10,10,S,1,llama-3.1-8b,player2
llama-3.1-8b,stag_hunt,LLM,competitive,1,10,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,10,C,C,10,10,S,1,llama-3.1-8b,player2
